Date,Recip_State,Recip_County,Administered_Dose1_Recip,Series_Complete_Yes
2021-12-24T00:00:00.000,OH,Logan County,19558,18481
2021-12-24T00:00:00.000,OH,Ross County,39883,36736
2021-12-24T00:00:00.000,OH,Defiance County,18771,17792
2021-12-24T00:00:00.000,OH,Athens County,34568,32327
2021-12-24T00:00:00.000,OH,Greene County,117384,105593
2021-12-24T00:00:00.000,OH,Portage County,93754,88248
2021-12-24T00:00:00.000,OH,Mahoning County,133056,122952
2021-12-24T00:00:00.000,OH,Crawford County,18622,17760
2021-12-24T00:00:00.000,OH,Jefferson County,34602,31419
2021-12-24T00:00:00.000,OH,Vinton County,5208,4916
2021-12-24T00:00:00.000,OH,Morgan County,6113,5802
2021-12-24T00:00:00.000,OH,Scioto County,39558,35377
2021-12-24T00:00:00.000,OH,Paulding County,8077,7524
2021-12-24T00:00:00.000,OH,Guernsey County,17672,16453
2021-12-24T00:00:00.000,OH,Summit County,346136,323007
2021-12-24T00:00:00.000,OH,Trumbull County,112441,103160
2021-12-24T00:00:00.000,OH,Fayette County,12620,11701
2021-12-24T00:00:00.000,OH,Ottawa County,25432,23756
2021-12-24T00:00:00.000,OH,Belmont County,34589,30877
2021-12-24T00:00:00.000,OH,Ashland County,23839,21995
2021-12-24T00:00:00.000,OH,Morrow County,14687,13932
2021-12-24T00:00:00.000,OH,Brown County,18100,16731
2021-12-24T00:00:00.000,OH,Wyandot County,10282,9841
2021-12-24T00:00:00.000,OH,Meigs County,11563,10165
2021-12-24T00:00:00.000,OH,Seneca County,26800,25502
2021-12-24T00:00:00.000,OH,Putnam County,16307,15592
2021-12-24T00:00:00.000,OH,Van Wert County,12687,11600
2021-12-24T00:00:00.000,OH,Fairfield County,90727,85073
2021-12-24T00:00:00.000,OH,Hardin County,12238,11377
2021-12-24T00:00:00.000,OH,Hancock County,39262,36635
2021-12-24T00:00:00.000,OH,Montgomery County,306943,282787
2021-12-24T00:00:00.000,OH,Hocking County,13697,12950
2021-12-24T00:00:00.000,OH,Stark County,203906,190777
2021-12-24T00:00:00.000,OH,Geauga County,58034,54833
2021-12-24T00:00:00.000,OH,Preble County,18157,16661
2021-12-24T00:00:00.000,OH,Champaign County,17909,16797
2021-12-24T00:00:00.000,OH,Shelby County,17646,16621
2021-12-24T00:00:00.000,OH,Sandusky County,30913,29351
2021-12-24T00:00:00.000,OH,Noble County,6285,5938
2021-12-24T00:00:00.000,OH,Hamilton County,528405,484040
2021-12-24T00:00:00.000,OH,Medina County,115610,109154
2021-12-24T00:00:00.000,OH,Perry County,14668,13950
2021-12-24T00:00:00.000,OH,Holmes County,8022,7627
2021-12-24T00:00:00.000,OH,Monroe County,6866,6067
2021-12-24T00:00:00.000,OH,Lawrence County,33129,27595
2021-12-24T00:00:00.000,OH,Highland County,16893,15454
2021-12-24T00:00:00.000,OH,Pike County,12740,11592
2021-12-24T00:00:00.000,OH,Clermont County,119025,111242
2021-12-24T00:00:00.000,OH,Pickaway County,30021,28046
2021-12-24T00:00:00.000,OH,Columbiana County,51044,47386
2021-12-24T00:00:00.000,OH,Madison County,22924,21539
2021-12-24T00:00:00.000,OH,Allen County,45275,41837
2021-12-24T00:00:00.000,OH,Richland County,53495,50331
2021-12-24T00:00:00.000,OH,Fulton County,22622,21141
2021-12-24T00:00:00.000,OH,Lucas County,253672,234321
2021-12-24T00:00:00.000,OH,Coshocton County,14357,13523
2021-12-24T00:00:00.000,OH,Knox County,27310,25600
2021-12-24T00:00:00.000,OH,Darke County,20342,19018
2021-12-24T00:00:00.000,OH,Licking County,96648,91971
2021-12-24T00:00:00.000,OH,Tuscarawas County,41081,38672
2021-12-24T00:00:00.000,OH,Henry County,14469,13862
2021-12-24T00:00:00.000,OH,Washington County,34891,31761
2021-12-24T00:00:00.000,OH,Warren County,151417,142296
2021-12-24T00:00:00.000,OH,Union County,36537,34663
2021-12-24T00:00:00.000,OH,Adams County,10310,9147
2021-12-24T00:00:00.000,OH,Williams County,16898,15569
2021-12-24T00:00:00.000,OH,Delaware County,155936,148633
2021-12-23T00:00:00.000,OH,Clinton County,20066,18645
2021-12-23T00:00:00.000,OH,Allen County,45273,41837
2021-12-23T00:00:00.000,OH,Pike County,12740,11592
2021-12-23T00:00:00.000,OH,Holmes County,8022,7627
2021-12-23T00:00:00.000,OH,Jackson County,15594,14407
2021-12-23T00:00:00.000,OH,Erie County,44454,41853
2021-12-23T00:00:00.000,OH,Adams County,10310,9147
2021-12-23T00:00:00.000,OH,Perry County,14667,13950
2021-12-23T00:00:00.000,OH,Licking County,96645,91970
2021-12-23T00:00:00.000,OH,Sandusky County,30913,29351
2021-12-23T00:00:00.000,OH,Union County,36536,34663
2021-12-23T00:00:00.000,OH,Paulding County,8077,7524
2021-12-23T00:00:00.000,OH,Defiance County,18770,17791
2021-12-23T00:00:00.000,OH,Champaign County,17908,16797
2021-12-23T00:00:00.000,OH,Preble County,18145,16658
2021-12-23T00:00:00.000,OH,Fairfield County,90725,85073
2021-12-23T00:00:00.000,OH,Williams County,16894,15569
2021-12-23T00:00:00.000,OH,Guernsey County,17671,16453
2021-12-23T00:00:00.000,OH,Jefferson County,34586,31409
2021-12-23T00:00:00.000,OH,Hardin County,12238,11375
2021-12-23T00:00:00.000,OH,Monroe County,6861,6065
2021-12-23T00:00:00.000,OH,Highland County,16893,15454
2021-12-23T00:00:00.000,OH,Wyandot County,10281,9841
2021-12-23T00:00:00.000,OH,Ashtabula County,51990,48082
2021-12-23T00:00:00.000,OH,Shelby County,17646,16621
2021-12-23T00:00:00.000,OH,Athens County,34564,32326
2021-12-23T00:00:00.000,OH,Lucas County,253654,234319
2021-12-23T00:00:00.000,OH,Pickaway County,30020,28045
2021-12-23T00:00:00.000,OH,Cuyahoga County,813017,752063
2021-12-23T00:00:00.000,OH,Huron County,27980,26370
2021-12-23T00:00:00.000,OH,Richland County,53491,50331
2021-12-23T00:00:00.000,OH,Portage County,93738,88246
2021-12-23T00:00:00.000,OH,Franklin County,850890,796698
2021-12-23T00:00:00.000,OH,Columbiana County,51031,47379
2021-12-23T00:00:00.000,OH,Montgomery County,306904,282784
2021-12-23T00:00:00.000,OH,Noble County,6285,5938
2021-12-23T00:00:00.000,OH,Madison County,22923,21539
2021-12-23T00:00:00.000,OH,Tuscarawas County,41078,38671
2021-12-23T00:00:00.000,OH,Delaware County,155919,148633
2021-12-23T00:00:00.000,OH,Marion County,31826,29696
2021-12-23T00:00:00.000,OH,Clark County,70110,65524
2021-12-23T00:00:00.000,OH,Fulton County,22622,21141
2021-12-23T00:00:00.000,OH,Ross County,39880,36736
2021-12-23T00:00:00.000,OH,Henry County,14469,13862
2021-12-23T00:00:00.000,OH,Mercer County,15990,15023
2021-12-23T00:00:00.000,OH,Hocking County,13697,12950
2021-12-23T00:00:00.000,OH,Scioto County,39549,35376
2021-12-23T00:00:00.000,OH,Knox County,27308,25600
2021-12-23T00:00:00.000,OH,Seneca County,26800,25502
2021-12-23T00:00:00.000,OH,Van Wert County,12687,11600
2021-12-23T00:00:00.000,OH,Gallia County,14576,13199
2021-12-23T00:00:00.000,OH,Harrison County,6688,6193
2021-12-23T00:00:00.000,OH,Clermont County,118999,111238
2021-12-23T00:00:00.000,OH,Vinton County,5208,4916
2021-12-23T00:00:00.000,OH,Morrow County,14687,13932
2021-12-23T00:00:00.000,OH,Ashland County,23839,21994
2021-12-23T00:00:00.000,OH,Putnam County,16306,15592
2021-12-23T00:00:00.000,OH,Coshocton County,14357,13523
2021-12-23T00:00:00.000,OH,Wayne County,52871,49930
2021-12-23T00:00:00.000,OH,Trumbull County,112418,103159
2021-12-23T00:00:00.000,OH,Lorain County,197340,185385
2021-12-23T00:00:00.000,OH,Unknown County,212922,86451
2021-12-23T00:00:00.000,OH,Miami County,51103,48225
2021-12-23T00:00:00.000,OH,Ottawa County,25429,23756
2021-12-23T00:00:00.000,OH,Logan County,19558,18481
2021-12-23T00:00:00.000,OH,Fayette County,12620,11701
2021-12-23T00:00:00.000,OH,Carroll County,11828,11196
2021-12-23T00:00:00.000,OH,Darke County,20339,19014
2021-12-23T00:00:00.000,OH,Lake County,152030,143148
2021-12-23T00:00:00.000,OH,Summit County,346094,323006
2021-12-23T00:00:00.000,OH,Warren County,151402,142296
2021-12-23T00:00:00.000,OH,Auglaize County,18053,17141
2021-12-23T00:00:00.000,OH,Medina County,115600,109153
2021-12-23T00:00:00.000,OH,Crawford County,18621,17760
2021-12-23T00:00:00.000,OH,Morgan County,6113,5802
2021-12-23T00:00:00.000,OH,Geauga County,58020,54832
2021-12-23T00:00:00.000,OH,Belmont County,34574,30868
2021-12-23T00:00:00.000,OH,Wood County,81599,77137
2021-12-23T00:00:00.000,OH,Mahoning County,133037,122948
2021-12-23T00:00:00.000,OH,Butler County,220138,204441
2021-12-23T00:00:00.000,OH,Greene County,117370,105578
2021-12-23T00:00:00.000,OH,Meigs County,11552,10163
2021-12-23T00:00:00.000,OH,Lawrence County,33081,27578
2021-12-23T00:00:00.000,OH,Hancock County,39260,36635
2021-12-23T00:00:00.000,OH,Hamilton County,528251,484023
2021-12-23T00:00:00.000,OH,Muskingum County,41710,39677
2021-12-23T00:00:00.000,OH,Stark County,203893,190775
2021-12-23T00:00:00.000,OH,Brown County,18099,16731
2021-12-23T00:00:00.000,OH,Washington County,34875,31760
2021-12-22T00:00:00.000,OH,Trumbull County,112242,103070
2021-12-22T00:00:00.000,OH,Allen County,45229,41799
2021-12-22T00:00:00.000,OH,Unknown County,214545,88630
2021-12-22T00:00:00.000,OH,Hamilton County,527465,483421
2021-12-22T00:00:00.000,OH,Wood County,81494,77049
2021-12-22T00:00:00.000,OH,Hocking County,13684,12919
2021-12-22T00:00:00.000,OH,Morrow County,14676,13916
2021-12-22T00:00:00.000,OH,Paulding County,8067,7520
2021-12-22T00:00:00.000,OH,Union County,36460,34611
2021-12-22T00:00:00.000,OH,Sandusky County,30888,29328
2021-12-22T00:00:00.000,OH,Pickaway County,29978,28016
2021-12-22T00:00:00.000,OH,Williams County,16852,15560
2021-12-22T00:00:00.000,OH,Washington County,35212,31840
2021-12-22T00:00:00.000,OH,Seneca County,26783,25480
2021-12-22T00:00:00.000,OH,Scioto County,39537,35352
2021-12-22T00:00:00.000,OH,Clark County,70021,65452
2021-12-22T00:00:00.000,OH,Fayette County,12608,11691
2021-12-22T00:00:00.000,OH,Cuyahoga County,811938,751245
2021-12-22T00:00:00.000,OH,Licking County,96500,91824
2021-12-22T00:00:00.000,OH,Van Wert County,12677,11590
2021-12-22T00:00:00.000,OH,Knox County,27254,25568
2021-12-22T00:00:00.000,OH,Gallia County,14635,13177
2021-12-22T00:00:00.000,OH,Highland County,16875,15436
2021-12-22T00:00:00.000,OH,Jackson County,15577,14387
2021-12-22T00:00:00.000,OH,Preble County,18121,16649
2021-12-22T00:00:00.000,OH,Henry County,14437,13842
2021-12-22T00:00:00.000,OH,Miami County,51049,48189
2021-12-22T00:00:00.000,OH,Ross County,39825,36694
2021-12-22T00:00:00.000,OH,Erie County,44401,41826
2021-12-22T00:00:00.000,OH,Medina County,115431,108978
2021-12-22T00:00:00.000,OH,Auglaize County,18033,17125
2021-12-22T00:00:00.000,OH,Defiance County,18731,17778
2021-12-22T00:00:00.000,OH,Ashtabula County,51886,47957
2021-12-22T00:00:00.000,OH,Harrison County,6668,6154
2021-12-22T00:00:00.000,OH,Fairfield County,90620,84959
2021-12-22T00:00:00.000,OH,Stark County,203639,190538
2021-12-22T00:00:00.000,OH,Jefferson County,35105,31535
2021-12-22T00:00:00.000,OH,Ottawa County,25402,23744
2021-12-22T00:00:00.000,OH,Huron County,27955,26343
2021-12-22T00:00:00.000,OH,Putnam County,16282,15576
2021-12-22T00:00:00.000,OH,Lawrence County,35174,28668
2021-12-22T00:00:00.000,OH,Guernsey County,17659,16432
2021-12-22T00:00:00.000,OH,Belmont County,35045,30860
2021-12-22T00:00:00.000,OH,Hancock County,39201,36602
2021-12-22T00:00:00.000,OH,Morgan County,6098,5769
2021-12-22T00:00:00.000,OH,Pike County,12711,11571
2021-12-22T00:00:00.000,OH,Greene County,117241,105501
2021-12-22T00:00:00.000,OH,Madison County,22898,21518
2021-12-22T00:00:00.000,OH,Wayne County,52789,49860
2021-12-22T00:00:00.000,OH,Warren County,151161,142128
2021-12-22T00:00:00.000,OH,Carroll County,11811,11188
2021-12-22T00:00:00.000,OH,Crawford County,18600,17743
2021-12-22T00:00:00.000,OH,Champaign County,17889,16781
2021-12-22T00:00:00.000,OH,Lake County,151788,142907
2021-12-22T00:00:00.000,OH,Adams County,10305,9125
2021-12-22T00:00:00.000,OH,Ashland County,23813,21962
2021-12-22T00:00:00.000,OH,Butler County,219855,204239
2021-12-22T00:00:00.000,OH,Portage County,93635,88161
2021-12-22T00:00:00.000,OH,Fulton County,22606,21131
2021-12-22T00:00:00.000,OH,Athens County,34512,32252
2021-12-22T00:00:00.000,OH,Shelby County,17628,16610
2021-12-22T00:00:00.000,OH,Summit County,345653,322513
2021-12-22T00:00:00.000,OH,Lorain County,197080,185164
2021-12-22T00:00:00.000,OH,Coshocton County,14342,13508
2021-12-22T00:00:00.000,OH,Vinton County,5209,4915
2021-12-22T00:00:00.000,OH,Tuscarawas County,41053,38628
2021-12-22T00:00:00.000,OH,Mahoning County,132866,122826
2021-12-22T00:00:00.000,OH,Franklin County,849584,795460
2021-12-22T00:00:00.000,OH,Hardin County,12221,11360
2021-12-22T00:00:00.000,OH,Geauga County,57942,54762
2021-12-22T00:00:00.000,OH,Clermont County,118834,111101
2021-12-22T00:00:00.000,OH,Marion County,31798,29673
2021-12-22T00:00:00.000,OH,Brown County,18069,16716
2021-12-22T00:00:00.000,OH,Lucas County,253308,234070
2021-12-22T00:00:00.000,OH,Richland County,53428,50285
2021-12-22T00:00:00.000,OH,Meigs County,11611,10198
2021-12-22T00:00:00.000,OH,Logan County,19530,18455
2021-12-22T00:00:00.000,OH,Wyandot County,10273,9828
2021-12-22T00:00:00.000,OH,Montgomery County,306398,282522
2021-12-22T00:00:00.000,OH,Mercer County,15971,15003
2021-12-22T00:00:00.000,OH,Columbiana County,51155,47451
2021-12-22T00:00:00.000,OH,Perry County,14648,13937
2021-12-22T00:00:00.000,OH,Darke County,20307,18988
2021-12-22T00:00:00.000,OH,Delaware County,155625,148288
2021-12-22T00:00:00.000,OH,Muskingum County,41679,39641
2021-12-22T00:00:00.000,OH,Holmes County,8013,7621
2021-12-22T00:00:00.000,OH,Monroe County,6945,6131
2021-12-22T00:00:00.000,OH,Clinton County,20023,18599
2021-12-22T00:00:00.000,OH,Noble County,6277,5924
2021-12-21T00:00:00.000,OH,Brown County,18046,16687
2021-12-21T00:00:00.000,OH,Allen County,45158,41747
2021-12-21T00:00:00.000,OH,Noble County,6267,5921
2021-12-21T00:00:00.000,OH,Clark County,69963,65423
2021-12-21T00:00:00.000,OH,Lorain County,196896,185047
2021-12-21T00:00:00.000,OH,Clinton County,19984,18567
2021-12-21T00:00:00.000,OH,Williams County,16827,15536
2021-12-21T00:00:00.000,OH,Geauga County,57893,54715
2021-12-21T00:00:00.000,OH,Lucas County,252938,233875
2021-12-21T00:00:00.000,OH,Huron County,27937,26311
2021-12-21T00:00:00.000,OH,Franklin County,848526,794709
2021-12-21T00:00:00.000,OH,Pike County,12666,11536
2021-12-21T00:00:00.000,OH,Hocking County,13664,12903
2021-12-21T00:00:00.000,OH,Tuscarawas County,41017,38605
2021-12-21T00:00:00.000,OH,Ashtabula County,51844,47927
2021-12-21T00:00:00.000,OH,Clermont County,118723,111012
2021-12-21T00:00:00.000,OH,Jackson County,15537,14346
2021-12-21T00:00:00.000,OH,Fairfield County,90531,84885
2021-12-21T00:00:00.000,OH,Gallia County,14618,13163
2021-12-21T00:00:00.000,OH,Butler County,219596,203998
2021-12-21T00:00:00.000,OH,Lake County,151656,142807
2021-12-21T00:00:00.000,OH,Putnam County,16259,15555
2021-12-21T00:00:00.000,OH,Darke County,20290,18975
2021-12-21T00:00:00.000,OH,Sandusky County,30867,29311
2021-12-21T00:00:00.000,OH,Monroe County,6942,6131
2021-12-21T00:00:00.000,OH,Hamilton County,526780,482899
2021-12-21T00:00:00.000,OH,Logan County,19512,18429
2021-12-21T00:00:00.000,OH,Wyandot County,10262,9814
2021-12-21T00:00:00.000,OH,Knox County,27229,25532
2021-12-21T00:00:00.000,OH,Hardin County,12204,11357
2021-12-21T00:00:00.000,OH,Delaware County,155443,148134
2021-12-21T00:00:00.000,OH,Preble County,18104,16636
2021-12-21T00:00:00.000,OH,Carroll County,11795,11175
2021-12-21T00:00:00.000,OH,Pickaway County,29943,27992
2021-12-21T00:00:00.000,OH,Shelby County,17604,16592
2021-12-21T00:00:00.000,OH,Wood County,81377,76971
2021-12-21T00:00:00.000,OH,Madison County,22875,21474
2021-12-21T00:00:00.000,OH,Lawrence County,35142,28659
2021-12-21T00:00:00.000,OH,Van Wert County,12666,11578
2021-12-21T00:00:00.000,OH,Richland County,53370,50233
2021-12-21T00:00:00.000,OH,Belmont County,35022,30840
2021-12-21T00:00:00.000,OH,Ashland County,23793,21932
2021-12-21T00:00:00.000,OH,Guernsey County,17643,16415
2021-12-21T00:00:00.000,OH,Seneca County,26762,25461
2021-12-21T00:00:00.000,OH,Defiance County,18709,17761
2021-12-21T00:00:00.000,OH,Jefferson County,35081,31522
2021-12-21T00:00:00.000,OH,Marion County,31759,29664
2021-12-21T00:00:00.000,OH,Coshocton County,14324,13485
2021-12-21T00:00:00.000,OH,Champaign County,17864,16756
2021-12-21T00:00:00.000,OH,Portage County,93561,88110
2021-12-21T00:00:00.000,OH,Montgomery County,306045,282288
2021-12-21T00:00:00.000,OH,Hancock County,39158,36586
2021-12-21T00:00:00.000,OH,Holmes County,8007,7608
2021-12-21T00:00:00.000,OH,Harrison County,6662,6148
2021-12-21T00:00:00.000,OH,Washington County,35194,31827
2021-12-21T00:00:00.000,OH,Adams County,10282,9101
2021-12-21T00:00:00.000,OH,Morrow County,14668,13910
2021-12-21T00:00:00.000,OH,Muskingum County,41635,39608
2021-12-21T00:00:00.000,OH,Auglaize County,18013,17109
2021-12-21T00:00:00.000,OH,Highland County,16840,15412
2021-12-21T00:00:00.000,OH,Warren County,150917,141892
2021-12-21T00:00:00.000,OH,Stark County,203444,190339
2021-12-21T00:00:00.000,OH,Paulding County,8059,7518
2021-12-21T00:00:00.000,OH,Union County,36383,34574
2021-12-21T00:00:00.000,OH,Ross County,39600,36561
2021-12-21T00:00:00.000,OH,Athens County,34466,32204
2021-12-21T00:00:00.000,OH,Scioto County,39483,35319
2021-12-21T00:00:00.000,OH,Crawford County,18584,17727
2021-12-21T00:00:00.000,OH,Summit County,345330,322034
2021-12-21T00:00:00.000,OH,Licking County,96425,91762
2021-12-21T00:00:00.000,OH,Meigs County,11598,10189
2021-12-21T00:00:00.000,OH,Wayne County,52733,49785
2021-12-21T00:00:00.000,OH,Perry County,14641,13925
2021-12-21T00:00:00.000,OH,Mercer County,15937,14988
2021-12-21T00:00:00.000,OH,Greene County,117140,105413
2021-12-21T00:00:00.000,OH,Cuyahoga County,811026,750641
2021-12-21T00:00:00.000,OH,Mahoning County,132747,122743
2021-12-21T00:00:00.000,OH,Vinton County,5188,4904
2021-12-21T00:00:00.000,OH,Unknown County,213682,88491
2021-12-21T00:00:00.000,OH,Henry County,14417,13833
2021-12-21T00:00:00.000,OH,Fayette County,12588,11681
2021-12-21T00:00:00.000,OH,Miami County,50993,48158
2021-12-21T00:00:00.000,OH,Trumbull County,112129,103010
2021-12-21T00:00:00.000,OH,Medina County,115328,108897
2021-12-21T00:00:00.000,OH,Morgan County,6093,5765
2021-12-21T00:00:00.000,OH,Columbiana County,51107,47394
2021-12-21T00:00:00.000,OH,Ottawa County,25374,23736
2021-12-21T00:00:00.000,OH,Erie County,44370,41781
2021-12-21T00:00:00.000,OH,Fulton County,22574,21110
2021-12-20T00:00:00.000,OH,Butler County,219455,203859
2021-12-20T00:00:00.000,OH,Hocking County,13657,12899
2021-12-20T00:00:00.000,OH,Vinton County,5185,4903
2021-12-20T00:00:00.000,OH,Coshocton County,14313,13483
2021-12-20T00:00:00.000,OH,Marion County,31749,29651
2021-12-20T00:00:00.000,OH,Clermont County,118669,110960
2021-12-20T00:00:00.000,OH,Meigs County,11594,10186
2021-12-20T00:00:00.000,OH,Columbiana County,51137,47364
2021-12-20T00:00:00.000,OH,Adams County,10276,9101
2021-12-20T00:00:00.000,OH,Madison County,22867,21467
2021-12-20T00:00:00.000,OH,Union County,36361,34547
2021-12-20T00:00:00.000,OH,Morrow County,14665,13906
2021-12-20T00:00:00.000,OH,Huron County,27928,26292
2021-12-20T00:00:00.000,OH,Warren County,150807,141785
2021-12-20T00:00:00.000,OH,Fayette County,12583,11678
2021-12-20T00:00:00.000,OH,Hancock County,39131,36567
2021-12-20T00:00:00.000,OH,Crawford County,18574,17718
2021-12-20T00:00:00.000,OH,Logan County,19506,18421
2021-12-20T00:00:00.000,OH,Highland County,16837,15410
2021-12-20T00:00:00.000,OH,Erie County,44346,41766
2021-12-20T00:00:00.000,OH,Seneca County,26743,25445
2021-12-20T00:00:00.000,OH,Preble County,18092,16631
2021-12-20T00:00:00.000,OH,Portage County,93511,88061
2021-12-20T00:00:00.000,OH,Ross County,39589,36551
2021-12-20T00:00:00.000,OH,Cuyahoga County,810638,750171
2021-12-20T00:00:00.000,OH,Scioto County,39471,35313
2021-12-20T00:00:00.000,OH,Monroe County,6939,6130
2021-12-20T00:00:00.000,OH,Medina County,115285,108852
2021-12-20T00:00:00.000,OH,Fulton County,22560,21099
2021-12-20T00:00:00.000,OH,Washington County,35183,31817
2021-12-20T00:00:00.000,OH,Darke County,20284,18968
2021-12-20T00:00:00.000,OH,Richland County,53332,50207
2021-12-20T00:00:00.000,OH,Tuscarawas County,41001,38585
